,Text,Offensive
3837,"Docomo case, decreasing turnover, his more focus only on tcs",NAG
3838,Very well said,NAG
3839,is it the good time to buy JSW steels share ? short term basis,NAG
3840,Nice,NAG
3841,I meet u thru cnbc tv 18 daily more than my family members,NAG
3842,From past 10 days I have been typing here Markets will fall,NAG
3843,"a specific group ( obviously politically biased) in India also , supported Trump's politics during election , even they prayed to God for his win. i hope , every concerned public is understanding my direction. may be they are supporting this killing too. because it comes from the same communal and racist mentality.",CAG
3844,According to HM and PM---- hum iski kari ninda karte hain!an oft repeated statement!,CAG
3845,He would have been expelled from the party 😜,CAG
3846,Just blind people's are 't oppous to rooling party and PM....SO SAD....SO BAD...,NAG
3847,Fake news,NAG
3848,Saurabh Shinde Sharing his opinion without reading the whole story is wrong. He just picked one of the 27 frames.,CAG
3849,"Worst reporting from media. Whole video aimed at something else, Made into something else",CAG
3850,"Ofc they should be seen as a lowlife. Cause inexperienced opinions won't help anyone. Anyways, your point would have been considered, for you are into IIT. BUT since you haven't seen the real ""IIT"" thing, your opinion is invalid.",CAG
3851,Abraham u asked me the same question and again u copied and pasted this question,CAG
3852,"He didn't say anything wrong. What if there a Mandir in muslim majority area, will they able to tolerate bhajans like recently happened in bengal ? No. So, either ban loudspeakers from every religious place so that religious people pray to God without disturbing others. You looks more selective in your codswallop comment.",OAG
3853,But you were wrong to let him use you and your platform.,CAG
3854,extreme right wing,CAG
3855,"For transport minister ? In National highway collecting lot of toll charges and even not maintaining sufficient gates to collect money quickly , the Q of the vehicles more than half kms and they are taking more than 20 minute to cellar one till like that for 260 kms minimum 5 tolls and we loose 100 minutes on road and that much most of them burning fuel , and  not properly Maintaining high way fresh rooms properly and no drinking water and toll collecting boys also many times not giving change and they give chocolates for balance change  , please ask transport minister for this difficulty    ,",OAG
3856,Editior is not up to the level of a National Newspaper...,NAG
3857,"We got to see nice move. 
But we actually don't know what's ur reason for such move. 
But I can say one thing it was not executed properly.",CAG
3858,After announcement of demonstration every minute u change ur statement ur so confused We Indian don't want confused PM please,CAG
3859,Venky - has to KMA Modi every now and thenn to keep his job as minister. He lost the 12014 election by a huge margin and then sneaked in through the back door - India is the only democracy in the world that allows defeated politicians to become ministers - utter disbgace when these fakes start sermonisung .,CAG
3860,"Plzz all do watch ,😍",NAG
3861,You are correct Trump is highly obliged by Indian Hindus who prayed hard for his victory. Muslim never prayed for his success. But I am truly telling you I prayed for Trump's success and even today I appreciate his Nationalism and wish him more success. I will be happy the day Trump kicks Saudi Arabia and Kuwait because they too are the same fundamentalist Muslims as that of the seven countries he banned.,CAG
3862,"Soldiers creating songs, your soldiers can do that well only. Keep creating",NAG
3863,Bollywood has been the fiefdom of select few and those who raise voice against are ostracised. It's good that some one has raised the issue.,CAG
3864,S Kumar Kumar dont talk like this. If i started to abuse you cant bear,CAG
3865,I stand by him.I'm sick of the mentality of the goddamned liberals refusing to address the elephant in the room...we need a few hundred thousand people like him....,CAG
3866,Maybe bharat ratna also!,CAG
3867,Dirty politics plays by Pakistan,OAG
3868,9 sets of rules and regulations needed to be approved by council: FM,NAG
3869,"Himachal high court also banned our very old tradition of buffalo fighting event in dussera..
Dont know why court want to show its superiority..instead it should ban killing of animals in slaughter house",NAG
3870,Sonia - Any suggestions on bankibg stocks considering increased bank deposits?,NAG
3871,Anuj sir please ur 2 yrs view on delta?can it become multi beggar,NAG
3872,What issssss that anger ???? Its not a conclusion to be right,CAG
3873,Ad,NAG
3874,So cool!,NAG
3875,"Nifty below 8550 , indicates a down move maybe coming",NAG
3876,"But one thing can be proved..  That under these so called sickular,  lot of Muslim went to fight for ISIS.  NO ENQUIRY OR ACTION TO STOP THAT IN KERALA",OAG
3877,Sanghi anchor ese jnu ki padi hai jo sahar wale avbp ne gundagardi suru ki hai wo kya hai. Go rakshak ke.naam pe jo ho raha hai. Only dalit ko target kiya jata hai,OAG
3878,Ajay Bharat Gurjar  indian stop cross boader terrorisim.kalboshen arrest in pakistan the big example of indian terrorist,OAG
3879,I am not against BJP but now where is that people who were saying terrorist activities will reduced after Demonitisation? ? So please don't be on path of Congress....,CAG
3880,Remove article 370 to end terrorism,NAG
3881,"The sad part is that AIFF (Football Federation) is paying 5 lakhs each and the the most richest sporting body in the world BCCI isn't paying a penny ..

Just sad",NAG
3882,So other one tell me brother....tell me tell me never mind don't exited Bro,NAG
3883,Sports  persons  winning titles and medals deserve reward and appreciation. But uneven distribution  of public money is not healthy. Govt should make a standard policy fot encouraging winners at national and states  level,NAG
3884,Same on you mr.  Pm. Jab chair nahi to sab sher the abb billy ho gaye ho.  Saram karo or kitne marwaoge,CAG
3885,So is je useless or redundant that he has no power on this decision to make or break?,CAG
3886,Real mother  killed to keep Step Mother alive....To Sudsidise Cash Subsidies....Govt killed Oil Subsidies...foolish part...petrol price reduced and diesel increased....Gujrati or Marvadi Baniya might have balance in a bette way,OAG
3887,"We are happy,  don't required your theory,  go and wash your face",CAG
3888,Yes white boss you made a right decision you did not join with Kejriwal God saved Kejriwal and AAP as well Delhi people from this culprit,CAG
3889,Why is anti national in quotes?? Is it that being an ISI operative is also ok and that only those dissent at liberals are anti nationals??,CAG
3890,You got Rss,CAG
3891,We have seen ur kind of SUR JE KAL strikes so far.......! No need of retaliation hahahahaha,CAG
3892,🇺🇲️ following the elections at 1 am from college.. such an amazing day.. this is the real mandate.. AAP is shown the mirror.  #DilliKaFaisla,NAG
3893,congratulation ERA,NAG
3894,Only dogs will bark in Loksabha. Not all like modi ji,OAG
3895,Please ignore machiwala comments just agitating u all people ....ignore,NAG
3896,"By one stroke it can be reversed. Make it mandatory for all public servants ( leave the politicians) to admit their wards to govt school only. Next comes the next neighbourhood school for all independent of caste , creed, class and religions. In fact once the govt servants are compelled they will ensure the later.",CAG
3897,"Sir, we all the sensible and cognigent want Mr. Raghuram Rajan as the RBI Governor.",NAG
3898,"Father has his own thoughts....
But why police was in so hurry to shoot the boy...
They can wait till he get tired or got sleep.....
We cant accept and believe on police initial theories ,.... 
because of their previous records ....
Police charged so many innocent victims   In many more cases and the accused acquitted the innocent muslims in many many cases after 12 years, after 15 years and after 20 years.....
Father should seek a probe may be his son is too victim of a another conspiracy , now on the new brand of ISis ....
Also some opinion should be taken of the parents of BJP's ISI wing  caught by police in MP
Swami Aseemanand, and Pragya Thakur....",OAG
3899,India is not join because India have already many mega project which is greater than cpec for India (like direct trade with other countries and make in India project.....and India have not much profit in cpec ),NAG
3900,"He is Kejriwal of USA, why this right wing supporting media still carries the con artist fart",OAG
3901,I am happy to see he speaking for the first time in the last 14 years...He is very smart and intellectual and there is no way anyone can be compared to him...we are so unfortunate to have this kind of people talking for Gandhis but not for country...,CAG
3902,Has Tata Motors bottomed out? Any surge expected from here?,NAG
3903,Wa ra ChamchA free download lies of kejriwal 420. Stop fooling yourself AAPtard,OAG
3904,This plan is a huge success for me..if the tax ambit is increased from 2 to 10%,CAG
3905,Police should take serious action against she's husband immediately.,OAG
3906,"main stupa is not damaged, only few houses in and around stupa are damaged",NAG
3907,I heard Mizos keep thier homes and surrounding very clean... It's there in their DNA,NAG
3908,"There you are, this is not it more to come :D be prepared common 👨",CAG
3909,the most hard working and non corrupt PM ever India got..,CAG
3910,How a BJP sympathiser will join AAP?,CAG
3911,"TCS Q3: $ Revenue up 0.3% at $4,387 m vs estimates of $4,382 m",NAG
3912,No One Has Been Able To Accuse The Central Govt Of Corruption: FM,CAG
3913,Just wait and see. We will respond very hard this time at our place and time.,CAG
3914,"As government was running out of nationalistic issue, this happened",NAG
3915,utterly nonsense.,OAG
